k,mean_recall,std_recall,min_recall,max_recall,success_rate,mean_edges_kept,mean_sparsity,mean_avg_degree,node_mean_recall,node_std_recall
2,0.78194236802866,0.044572791639979535,0.6739130434782609,1.0,0.019672131147540985,278.98688524590165,0.06853839411824388,2.384602221446188,0.7827694518001014,0.283074976286104
3,0.8633378212906564,0.037446076405755445,0.72,1.0,0.02622950819672131,404.41967213114754,0.09733229889131871,3.4611989312620177,0.8665136064003606,0.24715832289179201
4,0.9005783669528368,0.03178823270078587,0.75,1.0,0.029508196721311476,528.4295081967213,0.12409276454981559,4.510639589672152,0.904522790016339,0.21866267627151542
5,0.9215260807228596,0.02703973916890004,0.8275862068965517,1.0,0.04262295081967213,652.1901639344262,0.15002259624848602,5.5610159347375525,0.9245450447912559,0.19865553955259926
7,0.9435307538557224,0.022618424835239324,0.8795180722891566,1.0,0.04918032786885246,898.9672131147541,0.19960228551794493,7.656257135966931,0.9457786354160798,0.17213012487501872
10,0.9596526276369669,0.018573840700725514,0.9183673469387755,1.0,0.06885245901639345,1268.0032786885247,0.27081205388294255,10.781557195499381,0.9616105132683531,0.1460611867443051
15,0.9755842497572894,0.015385977149017474,0.9403973509933775,1.0,0.11147540983606558,1887.8688524590164,0.3858979194161074,15.980861754218871,0.9772451969125021,0.11271554842265251
20,0.9840217259019022,0.013378261395674374,0.9523809523809523,1.0,0.18360655737704917,2507.6196721311476,0.4942991118269951,21.051180481873125,0.9865344526452194,0.08657463745640234
25,0.9895928593065048,0.012074593523855558,0.953125,1.0,0.4557377049180328,3134.8918032786887,0.6002638629343878,26.06969952621859,0.9923939376866302,0.0646125424392943
30,0.9921630495621729,0.010059869220610562,0.9615384615384616,1.0,0.5770491803278689,3449.2032786885247,0.6495759584738676,29.48640865445337,0.9944503915713562,0.05500647300288345
